judul,pengarang,klasifikasi,status,genre_utama,subgenre,genre,content
Ensiklopedia Ilmuwan cilik Paling Keren,"Simamora, Rosi L.",30,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,ensiklopedia ilmuwan cilik paling keren simamora rosi l sosial politik umum
360 Fakta Paling Aneh Paling Seru Paling Keren Paling Ajaib,"Simamora, Rosi L.",500,Penyiangan 2025-2,sains,umum,sains umum, fakta paling aneh paling seru paling keren paling ajaib simamora rosi l sains umum
Mengapa Bumi Bulat?,"Bosc, Frederic",30,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,mengapa bumi bulat bosc frederic sosial politik umum
"19 Peluang Investasi Kayu, Tanaman Perkebunan, dam Tanaman Buah",Redaksi AgroMedia,634.99,Penyiangan 2025-2,teknologi,umum,teknologi umum, peluang investasi kayu tanaman perkebunan dam tanaman buah redaksi agromedia teknologi umum
"19 Peluang Investasi Kayu, Tanaman Perkebunan, dam Tanaman Buah",Redaksi AgroMedia,634.99,Penyiangan 2025-2,teknologi,umum,teknologi umum, peluang investasi kayu tanaman perkebunan dam tanaman buah redaksi agromedia teknologi umum
Buah Manis Istiqamah,Imam Nawawi,297.51,Penyiangan 2025-2,agama,umum,agama umum,buah manis istiqamah imam nawawi agama umum
Terapi Enzim : 7 Rahasia Menuju Hidup Sehat dan Panjang Umur Secara Alami,Hiromi Shinya,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,terapi enzim   rahasia menuju hidup sehat dan panjang umur secara alami hiromi shinya teknologi umum
Jurus Sukses Lele Sangkuriang,Nasrudin,639.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,jurus sukses lele sangkuriang nasrudin teknologi umum
Makanan Bayi Aneka Tim,Enny Dwiastuty,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,makanan bayi aneka tim enny dwiastuty teknologi umum
Makanan Bayi Bubur Saring,Enny Dwiastuty,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,makanan bayi bubur saring enny dwiastuty teknologi umum
Makanan Bayi Bubur Saring,Enny Dwiastuty,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,makanan bayi bubur saring enny dwiastuty teknologi umum
Gimana Kabarmu Setelah 7 Malam di Alam Kubur? Apa yang terjadi padamu,Syarif Hidayatullah,297.352,Penyiangan 2025-2,agama,umum,agama umum,gimana kabarmu setelah  malam di alam kubur apa yang terjadi padamu syarif hidayatullah agama umum
Balas Dendam Yang Sangat Manis,A.K,153.8,Penyiangan 2025-2,umum,umum,umum umum,balas dendam yang sangat manis ak umum umum
Hujan! Hujan! Hujaaan!,"Bemoe, Agnes",FIK,Penyiangan 2025-2,umum,umum,umum umum,hujan hujan hujaaan bemoe agnes umum umum
Kupu-kupu dan Ngengat,"Madsen, Chris",595.7,Penyiangan 2025-2,sains,umum,sains umum,kupukupu dan ngengat madsen chris sains umum
Beternak Itik Petelur,Hasanuddin Maulana,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak itik petelur hasanuddin maulana teknologi umum
"Beternak & Berbisnis Puyuh 3,5 Bulan Balik Modal",Slamet Wuryadi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak  berbisnis puyuh  bulan balik modal slamet wuryadi teknologi umum
6 Jurus Bertanam Cabai Bebas Hama dan Penyakit,Neni Rostini,635.6,Penyiangan 2025-2,teknologi,umum,teknologi umum, jurus bertanam cabai bebas hama dan penyakit neni rostini teknologi umum
Tangan di Atas Lebih Baik Daripada Tangan di Bawah : Menyelami Nikmatnya Bershadaqah,Wawan Susetya,297.425.1,Penyiangan 2025-2,agama,umum,agama umum,tangan di atas lebih baik daripada tangan di bawah  menyelami nikmatnya bershadaqah wawan susetya agama umum
Ketika Muslimah Bernafas dengan Doa,Umi Salamah,297.541,Penyiangan 2025-2,agama,umum,agama umum,ketika muslimah bernafas dengan doa umi salamah agama umum
`Khutbah Rasulullah & Masjidil Haram,Supriyanto Abdullah,297.412.4,Penyiangan 2025-2,agama,umum,agama umum,khutbah rasulullah  masjidil haram supriyanto abdullah agama umum
Ubur-Ubur & Ikan Kaca serta 19 Dongeng Binatang Lainnya,Bilif Abduh,398.24,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,uburubur  ikan kaca serta  dongeng binatang lainnya bilif abduh sosial politik umum
"Kenali Dirimu, Kau Akan Kenal Tuhanmu",Yusuf A.Rahman,297.313.1,Penyiangan 2025-2,agama,umum,agama umum,kenali dirimu kau akan kenal tuhanmu yusuf arahman agama umum
Menu Sehari-Hari Praktis & Lezat,Yuni Pradata,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu seharihari praktis  lezat yuni pradata teknologi umum
Memilih & Memeliharan 35 Jenis Reptil & Amfibi Paling Digemari,Depok Reptile Amphibi Community,597.9,Penyiangan 2025-2,sains,umum,sains umum,memilih  memeliharan  jenis reptil  amfibi paling digemari depok reptile amphibi community sains umum
"Jamu Ajaib Penakluk Diabetes : Hanya dalam selang waktu 1 jam, kadar gula darah turun",Ning Harmanto,582.12,Penyiangan 2025-2,sains,umum,sains umum,jamu ajaib penakluk diabetes  hanya dalam selang waktu  jam kadar gula darah turun ning harmanto sains umum
Menu Sehari-Hari Serba Kukus,Yantie Febrianti Husein,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu seharihari serba kukus yantie febrianti husein teknologi umum
Be A Winner : Mengaktualisasikan Prinsip-prinsip Kesuksesan Para Pebisnis Muslim,M.Irfan al-Firdauz,297.51,Penyiangan 2025-2,agama,umum,agama umum,be a winner  mengaktualisasikan prinsipprinsip kesuksesan para pebisnis muslim mirfan alfirdauz agama umum
Budi Daya Kroto Sistem Stoples,Ade Yusdira dkk.,636.07,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya kroto sistem stoples ade yusdira dkk teknologi umum
Bercermin Pada Akhlak Nabi,Hady Sumarna,297.911,Penyiangan 2025-2,agama,umum,agama umum,bercermin pada akhlak nabi hady sumarna agama umum
Cemilan Sehat Favorit Anak,Herni Astuti,641.5,Penyiangan 2025-2,teknologi,anak,teknologi anak,cemilan sehat favorit anak herni astuti teknologi anak
Pumpkin : A Puppy Fit For a Princess,"Koster, Amy Sky",FIK,Penyiangan 2025-2,umum,umum,umum umum,pumpkin  a puppy fit for a princess koster amy sky umum umum
Everything You Need To Know About Science,"Goldsmith, Mike",503,Penyiangan 2025-2,sains,umum,sains umum,everything you need to know about science goldsmith mike sains umum
Akhlak Teladan Rasulullah & Mukjizatnya,Ahmad Hasan Musairi,297.911.2,Penyiangan 2025-2,agama,umum,agama umum,akhlak teladan rasulullah  mukjizatnya ahmad hasan musairi agama umum
Teknik Dasar Bermain Sepak bola,Mellius Ma'u,796.334,Penyiangan 2025-2,umum,umum,umum umum,teknik dasar bermain sepak bola mellius mau umum umum
Menu Sarapan Favorit Pilihan Keluarga,Diah Wuri Handayani,642,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu sarapan favorit pilihan keluarga diah wuri handayani teknologi umum
Keajaiban Peninggalan Sejarah Islam Unik menarik & menakjubkan,Bilif Abduh,297.9,Penyiangan 2025-2,agama,umum,agama umum,keajaiban peninggalan sejarah islam unik menarik  menakjubkan bilif abduh agama umum
20 Cerita di Ladang Rahasia,Watiek Ideo,FIK,Penyiangan 2025-2,umum,umum,umum umum, cerita di ladang rahasia watiek ideo umum umum
360 Fakta Paling Aneh Paling Seru Paling Keren Paling Ajaib,"Simamora, Rosi L.",500,Penyiangan 2025-2,sains,umum,sains umum, fakta paling aneh paling seru paling keren paling ajaib simamora rosi l sains umum
Untung Besar dari Bisnis Bibit Tanaman Buah,M.Rahmad Suhartanto,634,Penyiangan 2025-2,teknologi,umum,teknologi umum,untung besar dari bisnis bibit tanaman buah mrahmad suhartanto teknologi umum
Untung Besar dari Bisnis Bibit Tanaman Buah,M.Rahmad Suhartanto,634,Penyiangan 2025-2,teknologi,umum,teknologi umum,untung besar dari bisnis bibit tanaman buah mrahmad suhartanto teknologi umum
Terapi Enzim : 7 Rahasia Menuju Hidup Sehat dan Panjang Umur Secara Alami,Hiromi Shinya,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,terapi enzim   rahasia menuju hidup sehat dan panjang umur secara alami hiromi shinya teknologi umum
Buah Manis Istiqamah,Imam Nawawi,297.51,Penyiangan 2025-2,agama,umum,agama umum,buah manis istiqamah imam nawawi agama umum
Jurus Sukses Lele Sangkuriang,Nasrudin,639.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,jurus sukses lele sangkuriang nasrudin teknologi umum
40 Antaran Pengantin Bentuk Masjid,Iva Hardiana,747.9,Penyiangan 2025-2,umum,umum,umum umum, antaran pengantin bentuk masjid iva hardiana umum umum
Makanan Bayi Aneka Tim,Enny Dwiastuty,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,makanan bayi aneka tim enny dwiastuty teknologi umum
Makanan Bayi Bubur Saring,Enny Dwiastuty,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,makanan bayi bubur saring enny dwiastuty teknologi umum
Everything You Need To Know About Animals,"Davies, Nicola",590,Penyiangan 2025-2,sains,umum,sains umum,everything you need to know about animals davies nicola sains umum
Gimana Kabarmu Setelah 7 Malam di Alam Kubur? Apa yang terjadi padamu,Syarif Hidayatullah,297.352,Penyiangan 2025-2,agama,umum,agama umum,gimana kabarmu setelah  malam di alam kubur apa yang terjadi padamu syarif hidayatullah agama umum
Balas Dendam Yang Sangat Manis,A.K,153.8,Penyiangan 2025-2,umum,umum,umum umum,balas dendam yang sangat manis ak umum umum
"Do What You Love, Love What You Do",Ira Lathief,128.46,Penyiangan 2025-2,umum,umum,umum umum,do what you love love what you do ira lathief umum umum
Hujan! Hujan! Hujaaan!,"Bemoe, Agnes",FIK,Penyiangan 2025-2,umum,umum,umum umum,hujan hujan hujaaan bemoe agnes umum umum
Kupu-kupu dan Ngengat,"Madsen, Chris",595.7,Penyiangan 2025-2,sains,umum,sains umum,kupukupu dan ngengat madsen chris sains umum
Beternak Itik Petelur,Hasanuddin Maulana,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak itik petelur hasanuddin maulana teknologi umum
"Beternak & Berbisnis Puyuh 3,5 Bulan Balik Modal",Slamet Wuryadi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak  berbisnis puyuh  bulan balik modal slamet wuryadi teknologi umum
6 Jurus Bertanam Cabai Bebas Hama dan Penyakit,Neni Rostini,635.6,Penyiangan 2025-2,teknologi,umum,teknologi umum, jurus bertanam cabai bebas hama dan penyakit neni rostini teknologi umum
Tangan di Atas Lebih Baik Daripada Tangan di Bawah : Menyelami Nikmatnya Bershadaqah,Wawan Susetya,297.425.1,Penyiangan 2025-2,agama,umum,agama umum,tangan di atas lebih baik daripada tangan di bawah  menyelami nikmatnya bershadaqah wawan susetya agama umum
`Khutbah Rasulullah & Masjidil Haram,Supriyanto Abdullah,297.412.4,Penyiangan 2025-2,agama,umum,agama umum,khutbah rasulullah  masjidil haram supriyanto abdullah agama umum
`Khutbah Rasulullah & Masjidil Haram,Supriyanto Abdullah,297.412.4,Penyiangan 2025-2,agama,umum,agama umum,khutbah rasulullah  masjidil haram supriyanto abdullah agama umum
Ubur-Ubur & Ikan Kaca serta 19 Dongeng Binatang Lainnya,Bilif Abduh,398.24,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,uburubur  ikan kaca serta  dongeng binatang lainnya bilif abduh sosial politik umum
"Kenali Dirimu, Kau Akan Kenal Tuhanmu",Yusuf A.Rahman,297.313.1,Penyiangan 2025-2,agama,umum,agama umum,kenali dirimu kau akan kenal tuhanmu yusuf arahman agama umum
Menu Sehari-Hari Praktis & Lezat,Yuni Pradata,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu seharihari praktis  lezat yuni pradata teknologi umum
Memilih & Memeliharan 35 Jenis Reptil & Amfibi Paling Digemari,Depok Reptile Amphibi Community,597.9,Penyiangan 2025-2,sains,umum,sains umum,memilih  memeliharan  jenis reptil  amfibi paling digemari depok reptile amphibi community sains umum
"Jamu Ajaib Penakluk Diabetes : Hanya dalam selang waktu 1 jam, kadar gula darah turun",Ning Harmanto,582.12,Penyiangan 2025-2,sains,umum,sains umum,jamu ajaib penakluk diabetes  hanya dalam selang waktu  jam kadar gula darah turun ning harmanto sains umum
Menu Sehari-Hari Serba Kukus,Yantie Febrianti Husein,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu seharihari serba kukus yantie febrianti husein teknologi umum
Be A Winner : Mengaktualisasikan Prinsip-prinsip Kesuksesan Para Pebisnis Muslim,M.Irfan al-Firdauz,297.51,Penyiangan 2025-2,agama,umum,agama umum,be a winner  mengaktualisasikan prinsipprinsip kesuksesan para pebisnis muslim mirfan alfirdauz agama umum
Budi Daya Kroto Sistem Stoples,Ade Yusdira dkk.,636.07,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya kroto sistem stoples ade yusdira dkk teknologi umum
Bercermin Pada Akhlak Nabi,Hady Sumarna,297.911,Penyiangan 2025-2,agama,umum,agama umum,bercermin pada akhlak nabi hady sumarna agama umum
Cemilan Sehat Favorit Anak,Herni Astuti,641.5,Penyiangan 2025-2,teknologi,anak,teknologi anak,cemilan sehat favorit anak herni astuti teknologi anak
Pumpkin : A Puppy Fit For a Princess,"Koster, Amy Sky",FIK,Penyiangan 2025-2,umum,umum,umum umum,pumpkin  a puppy fit for a princess koster amy sky umum umum
Everything You Need To Know About Science,"Goldsmith, Mike",503,Penyiangan 2025-2,sains,umum,sains umum,everything you need to know about science goldsmith mike sains umum
Akhlak Teladan Rasulullah & Mukjizatnya,Ahmad Hasan Musairi,297.911.2,Penyiangan 2025-2,agama,umum,agama umum,akhlak teladan rasulullah  mukjizatnya ahmad hasan musairi agama umum
Teknik Dasar Bermain Sepak bola,Mellius Ma'u,796.334,Penyiangan 2025-2,umum,umum,umum umum,teknik dasar bermain sepak bola mellius mau umum umum
Menu Sarapan Favorit Pilihan Keluarga,Diah Wuri Handayani,642,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu sarapan favorit pilihan keluarga diah wuri handayani teknologi umum
Keajaiban Peninggalan Sejarah Islam Unik menarik & menakjubkan,Bilif Abduh,297.9,Penyiangan 2025-2,agama,umum,agama umum,keajaiban peninggalan sejarah islam unik menarik  menakjubkan bilif abduh agama umum
20 Cerita di Ladang Rahasia,Watiek Ideo,FIK,Penyiangan 2025-2,umum,umum,umum umum, cerita di ladang rahasia watiek ideo umum umum
360 Fakta Paling Aneh Paling Seru Paling Keren Paling Ajaib,"Simamora, Rosi L.",500,Penyiangan 2025-2,sains,umum,sains umum, fakta paling aneh paling seru paling keren paling ajaib simamora rosi l sains umum
Untung Besar dari Bisnis Bibit Tanaman Buah,M.Rahmad Suhartanto,634,Penyiangan 2025-2,teknologi,umum,teknologi umum,untung besar dari bisnis bibit tanaman buah mrahmad suhartanto teknologi umum
"19 Peluang Investasi Kayu, Tanaman Perkebunan, dam Tanaman Buah",Redaksi AgroMedia,634.99,Penyiangan 2025-2,teknologi,umum,teknologi umum, peluang investasi kayu tanaman perkebunan dam tanaman buah redaksi agromedia teknologi umum
Buah Manis Istiqamah,Imam Nawawi,297.51,Penyiangan 2025-2,agama,umum,agama umum,buah manis istiqamah imam nawawi agama umum
Terapi Enzim : 7 Rahasia Menuju Hidup Sehat dan Panjang Umur Secara Alami,Hiromi Shinya,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,terapi enzim   rahasia menuju hidup sehat dan panjang umur secara alami hiromi shinya teknologi umum
Jurus Sukses Lele Sangkuriang,Nasrudin,639.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,jurus sukses lele sangkuriang nasrudin teknologi umum
40 Antaran Pengantin Bentuk Masjid,Iva Hardiana,747.9,Penyiangan 2025-2,umum,umum,umum umum, antaran pengantin bentuk masjid iva hardiana umum umum
Makanan Bayi Aneka Tim,Enny Dwiastuty,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,makanan bayi aneka tim enny dwiastuty teknologi umum
Kamus 505 Mitos & Fakta Seputar Kehamilan Menyusui,Nadia Mulya,612.603,Penyiangan 2025-2,teknologi,umum,teknologi umum,kamus  mitos  fakta seputar kehamilan menyusui nadia mulya teknologi umum
Everything You Need To Know About Animals,"Davies, Nicola",590,Penyiangan 2025-2,sains,umum,sains umum,everything you need to know about animals davies nicola sains umum
Gimana Kabarmu Setelah 7 Malam di Alam Kubur? Apa yang terjadi padamu,Syarif Hidayatullah,297.352,Penyiangan 2025-2,agama,umum,agama umum,gimana kabarmu setelah  malam di alam kubur apa yang terjadi padamu syarif hidayatullah agama umum
Balas Dendam Yang Sangat Manis,A.K,153.8,Penyiangan 2025-2,umum,umum,umum umum,balas dendam yang sangat manis ak umum umum
Everything You Need To Know About Dinosaurs,"Dixon, Dougal",567.9,Penyiangan 2025-2,sains,umum,sains umum,everything you need to know about dinosaurs dixon dougal sains umum
Serama : Ayam Mungil Nan Eksotik,Agus Ruswinarno K.J,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,serama  ayam mungil nan eksotik agus ruswinarno kj teknologi umum
Beternak Itik Petelur,Hasanuddin Maulana,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak itik petelur hasanuddin maulana teknologi umum
77 Kesalahan Orangtua yang Membahayakan Kesehatan dan Kesehatan Anak dan Cara Mengatasinya,Aprilina Prastari,649.1,Penyiangan 2025-2,teknologi,anak,teknologi anak, kesalahan orangtua yang membahayakan kesehatan dan kesehatan anak dan cara mengatasinya aprilina prastari teknologi anak
"Beternak & Berbisnis Puyuh 3,5 Bulan Balik Modal",Slamet Wuryadi,636.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,beternak  berbisnis puyuh  bulan balik modal slamet wuryadi teknologi umum
6 Jurus Bertanam Cabai Bebas Hama dan Penyakit,Neni Rostini,635.6,Penyiangan 2025-2,teknologi,umum,teknologi umum, jurus bertanam cabai bebas hama dan penyakit neni rostini teknologi umum
Tangan di Atas Lebih Baik Daripada Tangan di Bawah : Menyelami Nikmatnya Bershadaqah,Wawan Susetya,297.425.1,Penyiangan 2025-2,agama,umum,agama umum,tangan di atas lebih baik daripada tangan di bawah  menyelami nikmatnya bershadaqah wawan susetya agama umum
Ketika Muslimah Bernafas dengan Doa,Umi Salamah,297.541,Penyiangan 2025-2,agama,umum,agama umum,ketika muslimah bernafas dengan doa umi salamah agama umum
Ketika Muslimah Bernafas dengan Doa,Umi Salamah,297.541,Penyiangan 2025-2,agama,umum,agama umum,ketika muslimah bernafas dengan doa umi salamah agama umum
Ubur-Ubur & Ikan Kaca serta 19 Dongeng Binatang Lainnya,Bilif Abduh,398.24,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,uburubur  ikan kaca serta  dongeng binatang lainnya bilif abduh sosial politik umum
"Kenali Dirimu, Kau Akan Kenal Tuhanmu",Yusuf A.Rahman,297.313.1,Penyiangan 2025-2,agama,umum,agama umum,kenali dirimu kau akan kenal tuhanmu yusuf arahman agama umum
Menu Sehari-Hari Praktis & Lezat,Yuni Pradata,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu seharihari praktis  lezat yuni pradata teknologi umum
36 Fabel Terbaik Dunia,"Hartman,Bob",398.24,Penyiangan 2025-2,sosial politik,umum,sosial politik umum, fabel terbaik dunia hartmanbob sosial politik umum
Memilih & Memeliharan 35 Jenis Reptil & Amfibi Paling Digemari,Depok Reptile Amphibi Community,597.9,Penyiangan 2025-2,sains,umum,sains umum,memilih  memeliharan  jenis reptil  amfibi paling digemari depok reptile amphibi community sains umum
"Jamu Ajaib Penakluk Diabetes : Hanya dalam selang waktu 1 jam, kadar gula darah turun",Ning Harmanto,582.12,Penyiangan 2025-2,sains,umum,sains umum,jamu ajaib penakluk diabetes  hanya dalam selang waktu  jam kadar gula darah turun ning harmanto sains umum
Menu Sehari-Hari Serba Kukus,Yantie Febrianti Husein,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,menu seharihari serba kukus yantie febrianti husein teknologi umum
Be A Winner : Mengaktualisasikan Prinsip-prinsip Kesuksesan Para Pebisnis Muslim,M.Irfan al-Firdauz,297.51,Penyiangan 2025-2,agama,umum,agama umum,be a winner  mengaktualisasikan prinsipprinsip kesuksesan para pebisnis muslim mirfan alfirdauz agama umum
Budi Daya Kroto Sistem Stoples,Ade Yusdira dkk.,636.07,Penyiangan 2025-2,teknologi,umum,teknologi umum,budi daya kroto sistem stoples ade yusdira dkk teknologi umum
Bercermin Pada Akhlak Nabi,Hady Sumarna,297.911,Penyiangan 2025-2,agama,umum,agama umum,bercermin pada akhlak nabi hady sumarna agama umum
Cemilan Sehat Favorit Anak,Herni Astuti,641.5,Penyiangan 2025-2,teknologi,anak,teknologi anak,cemilan sehat favorit anak herni astuti teknologi anak
